,carbs per g,calories per g,protein per gram,fat per g,name
6586,0.6123,4.6,0,0.2255,"ARCHWAY Home Style Cookies, Coconut Macaroon"
6587,0.166,0.99,0.0425,0.0174,"CAMPBELL'S,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU"
6588,0,9,0,0.998,"FAT,CHICKEN"
6589,0.727,4.33,0.066,0.142,"COOKIES,CHOCOLATE WAFERS"
6590,0.0474,0.27,0.0092,0.0094,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS"
6591,0.734,4.5,0.039,0.168,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY"
6592,0.5383,5.32,0.0639,0.3398,"POTATO CHIPS,PLAIN,SALTED"
6593,0,2.33,0.235,0.1466,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD"
6594,0.0398,7.19,0.108,0.7955,"NUTS,PILINUTS,DRIED"
6595,0,1.99,0,0.1548,"POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW"
6596,0,1.6,0.2924,0.0391,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0\ FAT,SE,CKD,GRILLED"""
6597,0.411,2.74,0.033,0.112,"STRUDEL,APPLE"
6598,0,1.35,0.233,0.0466,"BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP OFF,LN,0\ FAT,SEL,RAW"""
6599,0.0241,0.14,0.015,0.0017,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,WO/SALT"
6600,0,1.7,0.3012,0.0462,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0\ FAT,CHOIC,CKD,GRLD"""
6601,0.2353,0.92,0,0.0026,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS"
6602,0.503,2.55,0.099,0.019,"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)"
6603,0.0929,1.16,0,0.0292,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT"
6604,0,1.2,0.2108,0.0329,"LAMB,DOM,FORESHANK,LN,1/4\FAT,CHOIC,RAW"""
6605,0.0669,0.21,0.0025,0.0023,"LIME JUC,CND OR BTLD,UNSWTND"
6606,0.0042,4.05,0.1454,0.383,"BEEF,ASTRLN,WGYU,RB,SML END RB STK/RST,BNLS,LN &FAT,MRBL SCR"
6607,0,1.68,0.2632,0.0622,"VEAL,SIRLOIN,LN,CKD,RSTD"
6608,0,1.45,0.1255,0.1017,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD"
6609,0.468,3.36,0.001,0.003,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF"
6610,0,1.43,0,0.0465,"FISH,SALMON,SOCKEYE,UNTREATED,CKD"
6611,0.0882,0.42,0.0249,0.0051,"SWEET POTATO LEAVES,RAW"
6612,0,2.3,0.2664,0.1287,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD"
6613,0.229,1.97,0,0.07,"MORNINGSTAR FARMS CHIK PATTIES,FRZ,UNPREP"
6614,0.8,3.17,0,0.025,"BLUEBERRIES,DRIED,SWTND"
6615,0.0625,0.25,0,0,"PACE,THICK & CHUNKY SALSA"
6616,0.0853,0.37,0.021,0.002,"DRUMSTICK PODS,RAW"
6617,0.1279,0.74,0,0.0188,"SOUP,CRM OF POTATO,CND,COND"
6618,0,1.45,0,0.0257,"OSTRICH,TIP CKD"
6619,0.754,3.61,0,0.076,"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT"
6620,0.822,3.66,0.079,0.013,"CRACKERS,CRISPBREAD,RYE"
6621,0,2.55,0.292,0.145,"GAME MEAT,RACCOON,CKD,RSTD"
6622,0,1.29,0.2165,0.0402,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN,RAW"
6623,0,1.82,0.1875,0.1133,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0\ FAT,CHOIC,RAW"""
6624,0.785,3.65,0,0.049,"CEREALS RTE,KASHI HEART TO HEART,WARM CINN"
6625,0.0956,0.42,0.0136,0.0019,"ONIONS,CKD,BLD,DRND,W/SALT"
6626,0.0034,0.1,0,0.0034,"CAMPBELL'S LO NA SOUPS,CHICK BROTH"
6627,0,1.45,0,0.0636,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0\ FAT,CHOIC,RAW"""
6628,0.6013,4.55,0,0.2,"SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING"
6629,0.0592,0.24,0,0,"FROZEN NOVELTIES,ICE TYPE,POP,W/ LO CAL SWTNR"
6630,0.2402,1.29,0,0.0076,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT"
6631,0.1239,0.54,0,0.0014,"JUICE SMTHIE,ODWALLA,ORIGINAL SUPERFD,FRUIT SMTHIE BLEND"
6632,0.2592,0.96,0.0053,0.0013,"STRAWBERRIES,FRZ,SWTND,SLICED"
6633,0.0895,0.43,0.0338,0.003,"BRUSSELS SPROUTS,RAW"
6634,0.1173,6.31,0.2045,0.6121,"SESAME SD KRNLS,DRIED (DECORT)"
6635,0.071,1.36,0.035,0.106,"SOUR CREAM,LIGHT"
6636,0.522,4.12,0.049,0.222,"PIE,PECAN,PREP FROM RECIPE"
6637,0,2.59,0.2227,0.1821,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD"
6638,0.3444,1.9,0.0594,0.0356,"SUPPER BAKES MEAL,CHICK W/ STUFFING (CHICK NOT INCLUDED)"
6639,0.0402,0.23,0.0246,0.0033,"AMARANTH LEAVES,RAW"
6640,0.2611,2.21,0,0.101,"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD"
6641,0.0536,1.08,0.0598,0.07,"MILK,SHEEP,FLUID"
6642,0,2.16,0.3054,0.1046,"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0\ FAT,ALL GRDS,CKD"""
6643,0.1386,6.91,0.0917,0.7197,PECANS
6644,0.0864,0.49,0,0.0017,"BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK"
6645,0.0678,0.34,0,0,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY
6646,0.7,4.57,0,0.204,"MOTHER'S,DOUBLE FUDGE CREME SNDWCH COOKIES"
6647,0.771,4.31,0,0.113,"KEEBLER,TOWN HOUSE,RED FAT CRACKERS"
6648,0,1.18,0.1032,0.0821,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,RAW"
6649,0.0562,0.28,0,0.0041,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT"
6650,0.634,4.77,0.042,0.297,"CANDIES,SEMISWEET CHOC,MADE W/BUTTER"
6651,0.22,3.96,0,0.12,"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR"
6652,0.6544,3.46,0,0.0588,"Snacks, CLIF BAR, mixed flavors"
6653,0.1538,3.96,0,0.305,SALAMI  PORK  BF  LESS NA
6654,0.9757,3.76,0,0.0105,"LEMONADE,POWDER"
6655,0.138,0.85,0.0493,0.0125,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ"
6656,0.0251,0.83,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT"
6657,0,2.04,0.2778,0.0944,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,CKD,RSTD"
6658,0,1.96,0.2406,0.1109,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,ROTISSERIE,OR"
6659,0,3.33,0.234,0.2584,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8\FAT,SEL,CKD,RSTD"""
6660,0.657,4.73,0,0.206,"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR"
6661,0.0782,0.53,0,0.0144,"SILK CHAI,SOYMILK"
6662,0.083,1.35,0,0.046,"LOMA LINDA TENDER BITS,CND,UNPREP"
6663,0.1305,0.79,0.0196,0.0268,"TOMATOES,RED,RIPE,CKD,STWD"
6664,0.0625,3.52,0,0.0156,"BEVERAGES,PROT PDR WHEY BSD"
6665,0.1439,0.56,0.0037,9e-04,"APRICOT NECTAR,CND,W/ VIT C"
6666,0.113,0.46,0.001,0.0013,"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C"
6667,0.693,3.79,0,0.098,"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES"
6668,0.1008,0.66,0.0397,0.0111,"SOUP,CHUNKY BF,CND,RTS"
6669,0.22,1.49,0,0.039,"GARDENBURGER BLACK BEAN CHIPOTLE BURGER,FRZ,UNPREP"
6670,0.8593,3.97,0,0.0467,"CEREALS RTE,MALT-O-MEAL,COCO-ROOS"
6671,0,2.75,0.2823,0.18,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0\ FAT,ALL GRDS"""
6672,0.7,4.91,0,0.216,"GIRL SCOUTS,THANK U BERRY MUNCH COOKIES"
6673,0.329,2.69,0.044,0.136,"PIE,BANANA CRM,PREP FROM RECIPE"
6674,0.723,4.07,0.135,0.072,"CRACKERS,RUSK TOAST"
6675,0,1.93,0,0.0758,"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED"
6676,0.181,0.69,0.0072,0.0016,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW"
6677,0.037,0.17,0.01,0.0017,"BALSAM-PEAR (BITTER GOURD),PODS,RAW"
6678,0.3714,1.4,0,0.0029,"PEARS,DRIED,SULFURED,STWD,W/ SUGAR"
6679,0,1.45,0.251,0.042,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD"
6680,0.135,0.83,0.0528,0.0087,"REFRIED BNS,CND,VEGETARIAN"
6681,0.02,0.9,0,0.014,"SNAIL,RAW"
6682,0.0611,0.26,0,5e-04,"ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT"
6683,0.8519,2.48,0,0.0259,"CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,HONEY SQUARES"
6684,0.056,0.8,0.027,0.052,"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND"
6685,0,2.11,0.305,0.0891,"BEEF,LOIN,TNDRLN STEAK,BNLESS,L & F,0\ F,A GRDS,CKD,GRILLED"""
6686,0.012,1.28,0.2092,0.0443,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,HTD,RSTD"
6687,0.8503,4.06,0,0.0608,"CEREALS RTE,QUAKER,SWT CRUNCH/QUISP"
6688,0.0868,0.75,0,0.0311,"CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"
6689,0.0286,0.88,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,RED,ZINFANDEL"
6690,0.0269,0.15,0.0114,0.0036,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT"
6691,0.6841,4.12,0,0.133,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY"
6692,0.1501,0.63,0.0039,0.0016,"PEARS,RAW,BARTLETT"
6693,0,2.11,0,0.0934,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0\ FAT,SEL,CKD,"""
6694,0,2.25,0,0.1861,"LAMB,NZ,IMP,TONGUE - SWISS CUT,RAW"
6695,0,0.9,0.1999,0.0055,"HADDOCK,COOKED,DRY HEAT"
6696,0,1.85,0.1914,0.1202,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0\ FAT,CHOIC,RAW"""
6697,0,8.84,0,1,"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY"
6698,0.155,0.84,0.002,0.027,"SALAD DRSNG,MAYONNAISE-LIKE,FAT-FREE"
6699,0,1.37,0.1988,0.0581,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8\FAT,RAW"""
6700,0.3288,1.24,0,0.0022,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR"
6701,0.1745,0.71,0.0061,3e-04,"PRUNE JUICE,CANNED"
6702,0,1.53,0.2212,0.0652,"BEEF,TENDERLOIN,STEAK,LN,1/8\ FAT,ALL GRDS,RAW"""
6703,0,1.96,0.319,0.0658,"VEAL,COMP OF RTL CUTS,LN,CKD"
6704,0.0541,1.11,0,0.0084,"SCALLOP,(BAY&SEA),CKD,STMD"
6705,0.035,0.15,0.008,0.001,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS"
6706,0.6892,2.65,0.09,0.0428,"SPICES,OREGANO,DRIED"
6707,0.444,2.59,0,0.105,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP"
6708,0.753,4.5,0,0.142,"KEEBLER,ANIMALS,COOKIES"
6709,0.622,4.32,0,0.2,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP"
6710,0.0436,0.2,0,0.0023,"TURNIP GRNS,CKD,BLD,DRND,W/SALT"
6711,0.1369,1.6,0.002,0,"ALCOHOLIC BEV,WINE,DSSRT,SWT"
6712,0.701,4.82,0,0.205,"KEEBLER,ALMOND CRESCENTS COOKIES,HOLIDAY"
6713,0,2.67,0.2348,0.185,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8\FAT,CHOIC,CKD,BRLD"""
6714,0.0041,1.83,0.2395,0.095,"TURKEY,RTL PARTS,THIGH,MEAT & SKN,CKD,RSTD"
6715,0.5925,5.12,0.0955,0.2685,"SUNSHINE,CHEEZ-IT,COLBY CRACKERS"
6716,0.0014,2.31,0,0.179,"LAMB,NZ,IMP,NECK CHOPS,LN & FAT,RAW"
6717,9e-04,1.75,0.2637,0.0767,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT & SKN"
6718,0.676,5.25,0,0.272,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,MINT"
6719,0.0331,0.8,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHENIN BLANC"
6720,0,0.98,0.1899,0.0191,"CISCO,RAW"
6721,0.092,0.39,0.005,0.001,"GRAPEFRUIT JUICE,PINK,RAW"
6722,0.1892,1.13,0.028,0.029,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK"
6723,0.664,4.79,0,0.212,"KEEBLER,CLUB,MINIS ORIGINAL CRACKERS"
6724,0.1,0.54,0,0.0115,"PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS"
6725,0.007,7.17,0.0016,0.8071,"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT"
6726,0.1744,0.73,0,1e-04,"JERUSALEM-ARTICHOKES,RAW"
6727,7e-04,2.06,0,0.0995,"TURKEY,DK MEAT FROM WHL,MEAT & SKN,CKD,RSTD"
6728,0.0468,0.24,0.0201,0.0027,"CAULIFLOWER,FRZ,UNPREP"
6729,0.735,4.07,0.119,0.066,"CROUTONS,PLAIN"
6730,0.664,2.53,0.001,0.001,"TOPPINGS,PINEAPPLE"
6731,0.7473,2.9,0,0.001,MOLASSES
6732,0.8221,3.9,0,0.0216,"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL"
6733,0.4608,1.92,0.0095,0.0043,"SAUCE,BARBECUE,SWT BABY RAY'S,ORIGINAL"
6734,0.699,4.49,0.048,0.18,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY"
6735,0.709,3.48,0.037,0.073,"COOKIES,FIG BARS"
6736,0.7097,4.68,0.025,0.1933,"CANDIES,NESTLE,100 GRAND BAR"
6737,0.1169,0.45,0,0.001,"SQUASH,WNTR,BUTTERNUT,RAW"
6738,0.7377,3.56,0.109,0.0197,"PASTA MIX,ITALIAN LASAGNA,UNPREP"
6739,0.59,4.92,0,0.245,"KEEBLER,CHS & PNUT BUTTER SNDWCH CRACKERS"
6740,0.8659,3.64,0,0.0129,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K MULTI-GRAIN"
6741,0.0754,0.39,0.0179,0.0021,"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP"
6742,0.1768,6.07,0.2123,0.5517,"NUTS,ALMONDS,OIL RSTD,LIGHTLY SALTED"
6743,0.018,1.6,0.175,0.091,"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT"
6744,0.478,3.71,0.054,0.185,"DANISH PASTRY,FRUIT,ENR"
6745,0.018,0.61,0.0655,0.0369,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
6746,0.0131,2.25,0,0.1631,"BEEF,NZ,IMP,CUBE ROLL,LN & FAT,RAW"
6747,0.0877,0.34,0,0,"CARBONATED BEV,GINGER ALE"
6748,0,1.27,0.2697,0.0208,"TURKEY,WING,FROM WHL BIRD,ENHANCED,MEAT ONLY,RSTD"
6749,0,1.98,0.307,0.0832,"BEEF,LOIN,TENDERLOIN STK,BNLESS,L,0\ F,ALL GRDS,CKD,GRILLED"""
6750,0.191,1.17,0.029,0.035,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK"
6751,4e-04,2.53,0,0.1829,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD"
6752,0.915,3.63,0.024,0.033,"DESSERTS,RENNIN,CHOC,DRY MIX"
6753,0.4077,2.36,0,0.0751,"PLANTAINS,YEL,FRIED,LATINO RESTAURANT"
6754,0.662,4.77,0,0.221,"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES"
6755,0,1.96,0.2662,0.0914,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD"
6756,0.0312,0.82,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,WHITE,SEMILLON"
6757,0.376,1.82,0,0.0168,"GINKGO NUTS,RAW"
6758,0.2093,0.89,0.0098,0.002,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS"
6759,3e-04,2.08,0,0.1268,"LAMB,NZ,IMP,TUN-BND LG,CHMP OFF,SHNK OFF,L & F,CKD,SL RSTD"
6760,0.5938,3.67,0,0.0961,"GRAVY,BROWN,DRY"
6761,0.713,4.73,0,0.194,"MURRAY,CHOC CREME SNDWCH COOKIES"
6762,0.002,2.17,0.1675,0.1655,"PORK SAUSAGE,LINK/PATTY,RED FAT,UNPREP"
6763,0.0919,0.46,0,0.002,"HYACINTH-BEANS,IMMAT SEEDS,RAW"
6764,0,2.92,0.2706,0.2047,"BEEF,PLTE STK,BNLS,OUTSD SKRT,LN & FAT,0\ FT,AL GRD,CKD,GRLD"""
6765,0.3346,2.87,0,0.1279,"TAQUITOS,FRZ,BF & CHS,OVEN-HEATED"
6766,0.6031,3.99,0.0363,0.1593,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG"
6767,0.3381,1.27,0,0.0031,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR"
6768,0.65,5.02,0,0.255,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES"
6769,0,3.42,0.1532,0.3071,"LAMB,DOM,RIB,LN&FAT,1/8\FAT,CHOIC,RAW"""
6770,0.768,3.72,0,0.0599,"BREAKFAST TART,LOFAT"
6771,0.024,1,0,0.023,"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)"
6772,0.1,0.62,0,0.0192,"PREGO PASTA,FLAV W/ MEAT ITAL SAU,RTS"
6773,0.0551,0.23,0.0127,6e-04,"CABBAGE,CKD,BLD,DRND,WO/SALT"
6774,0.716,2.87,0,1e-04,"COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ"
6775,0.168,0.72,0,0.001,"SHALLOTS,RAW"
6776,0,1.28,0.2362,0.0297,"TUNA,WHITE,CND IN H2O,DRND SOL"
6777,0,1.47,0,0.072,"BEEF,NZ,IMP,HIND SHIN,LN & FAT,RAW"
6778,0,1.14,0.2016,0.0314,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN & FAT,RAW"
6779,0.0388,0.19,0,0.0027,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW"
6780,0,1.49,0,0.0343,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT,SEL,CKD,GRILLED"""
6781,0,3.65,0.226,0.2979,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8\FAT,CHOIC,CKD,RSTD"""
6782,0,1.41,0.2143,0.055,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE"
6783,0.74,4.12,0,0.168,"MURRAY,SUGAR FREE,VANILLA WAFER"
6784,0.092,0.5,0,0.0027,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT"
6785,0.2552,2.09,0,0.111,"SWEET POTATOES,FRENCH FR,CROSSCUT,FRZ,UNPREP"
6786,0.46,2.32,0,0.018,"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS"
6787,0,1.28,0.2346,0.0381,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT,CHOIC,RAW"""
6788,0,2.97,0.2606,0.2061,"LAMB,DOM,LOIN,LN&FAT,1/8\FAT,CHOIC,CKD,BRLD"""
6789,0.074,0.75,0.0274,0.0378,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK"
6790,0,1.8,0.1918,0.1148,"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0\,ALL G,RAW"""
6791,0.0384,0.18,0,0.002,"SQUASH,SUMMER,SCALLOP,RAW"
6792,0.744,3.63,0,0.054,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY"
6793,0,1.57,0,0.0372,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT,SEL,CKD,RSTD"""
6794,0.242,1.59,0,0.056,"FROZEN YOGURTS,VANILLA,SOFT-SERVE"
6795,0.2791,1.49,0,0.0049,"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT"
6796,0.0057,3.52,0.2378,0.282,"CHEESE,PORT DE SALUT"
6797,0,2.54,0,0.165,"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD"
6798,0,2.11,0.2795,0.1014,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRSD"
6799,0.2227,6.15,0.1552,0.5617,"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS,W/ SALT ADDED"
6800,0,3.61,0,0.3086,"PORK,FRSH,SPARERIBS,LN & FAT,CKD,RSTD"
6801,0.6673,3.94,0,0.1102,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,CHERRY PISTACHIO,DRY"
6802,0.5572,2.89,0,0.021,"PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED"
6803,0,2.23,0.3064,0.1116,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0\ FAT,SEL,CKD,GRILD"""
6804,0,1.77,0,0.1055,"BEEF,NZ,IMP,FLAT,LN & FAT,RAW"
6805,0.2394,0.97,0.014,0.001,"WATERCHESTNUTS,CHINESE,(MATAI),RAW"
6806,0.7179,3.55,0.1161,0.0141,"CEREALS,CRM OF WHEAT,2 1/2 MINUTE COOK TIME,DRY"
6807,0.61,2.9,0.054,0.027,"CAKE,SPONGE,COMMLY PREP"
6808,0.0854,0.41,0,0,"V8 SPLASH SMOOTHIES,TROPICAL COLADA"
6809,0.1471,5.74,0.2984,0.4905,"PUMPKIN&SQUASH SD KRNLS,RSTD,W/SALT"
6810,0.0041,1.58,0,0.1109,"EGG,QUAIL,WHOLE,FRESH,RAW"
6811,0,2.04,0.3396,0.0651,"VEAL,SIRLOIN,LN,CKD,BRSD"
6812,0.4868,2.67,0.1072,0.0324,"BREAD,WHEAT"
6813,0.0147,1.69,0.2368,0.0686,"TURKEY,CND,MEAT ONLY,W/BROTH"
6814,0.6443,4.74,0.0615,0.2338,"TOSTADA SHELLS,CORN"
6815,0.7952,3.02,0.0339,0.0046,"RAISINS,GOLDEN SEEDLESS"
6816,0.8,4.15,0,0.057,"TORTILLA CHIPS,LOFAT,BKD WO/FAT"
6817,0.82,3.76,0,0.037,"CEREALS RTE,POST,GRAPE-NUTS FLAKES"
6818,0.6764,3.22,0,0.03,"GRAVY,ONION,DRY,MIX"
6819,0,2.92,0,0.2151,"PORK,FRSH,BACKRIBS,LN&FAT,CKD,RSTD"
6820,0,1.12,0.2594,0.0088,"RUFFED GROUSE,BREAST MEAT,SKINLESS,RAW"
6821,0.2081,1.41,0.0768,0.0328,"SOUP,PEA,SPLIT W/ HAM,CND,COND"
6822,0.0541,0.47,0.0341,0.013,"CAMPBELL'S CHUNKY,CLASSIC CHICK NOODLE SOUP"
6823,0,2.53,0.1839,0.1995,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8\ FAT,CHC,RW"""
6824,0.1371,6.54,0.1523,0.6521,"WALNUTS,ENGLISH"
6825,0,1.89,0.2999,0.0674,"BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN,0\ FAT,SEL,CKD,GRLD"""
6826,0.6075,3.37,0,0.015,"BEANS,NAVY,MATURE SEEDS,RAW"
6827,0.79,4.33,0,0.11,"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES"
6828,0.003,6.88,0,0.778,"MAYONNAISE DRSNG,NO CHOL"
6829,0.2509,1.39,0.0973,0.0035,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT"
6830,0,1.64,0.23,0.0796,"CHICKEN,DK MEAT,THIGH,MEAT ONLY,ENHANCED,CKD,BRSD"
6831,0,2.49,0.1914,0.1857,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8\FAT,CHOIC,RAW"""
6832,0.0298,3.23,0,0.278,"BROTWURST,PORK,BF,LINK"
6833,0.68,4.61,0.045,0.221,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY"
6834,0.0729,0.37,0,0.002,"JUTE,POTHERB,CKD,BLD,DRND,WO/SALT"
6835,0.25,2.29,0.077,0.108,"FRENCH TOAST,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK"
6836,0.051,1.13,0,0.012,"WORTHINGTON VEG STEAKS,CND,UNPREP"
6837,0,1.58,0.261,0.06,"TURKEY,DRUMSTK,FROM WHL BIRD,ENHANCED,MEAT ONLY,RSTD"
6838,0,2.54,0,0.1617,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD"
6839,0.1015,0.44,0.0136,0.0019,"ONIONS,CKD,BLD,DRND,WO/SALT"
6840,0.1316,0.54,0,0,"FRUIT JUC DRK,OVER 3% FRUIT JUC,HI VIT C & ADDED THIAMIN"
6841,0.1078,0.88,0,0.0368,"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE"
6842,0.433,1.95,0.052,0.015,"BREAD,BOSTON BROWN,CANNED"
6843,0.525,3.89,0.052,0.179,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,ENR"
6844,0.1747,0.78,0,0.0016,"POTATOES,FRZ,WHL,UNPREP"
6845,0,2.21,0.2765,0.1136,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8\ FAT,CHOIC,CKD,GRILLED"""
6846,0.0073,1.81,0.2826,0.0723,"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8\ FAT,AL GRDS,CKD,GLD"""
