,carbs per g,calories per g,protein per gram,fat per g,name
6847,0.1149,0.48,0.0012,0.0017,"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C,CA,& K"
6848,0.2163,1.55,0,0.0515,"BEANS,BAKED,HOME PREPARED"
6849,0,1.44,0.1797,0.0746,"PORK,CURED,HAM,EX LN&REG,CND,UNHTD"
6850,0,1.93,0.2499,0.0956,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD"
6851,0.8103,2.98,0,0.0044,"PEPEAO,DRIED"
6852,0,1.4,0.2661,0.037,"TURKEY,WHL,ENHANCED,MEAT ONLY,RSTD"
6853,0,2.64,0.1658,0.2145,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4\FAT,CHOIC,RAW"""
6854,0.7631,3.64,0,0.0098,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED"
6855,0,2.14,0.2881,0.1013,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN,CKD,RSTD"
6856,0.877,4.24,0,0.053,"KEEBLER,WAFFLE BOWLS"
6857,0.058,0.34,0,0.0025,"JUTE,POTHERB,RAW"
6858,0.2435,1.3,0,0.0035,"BEANS,BLACK TURTLE,MATURE SEEDS,CKD,BLD,W/ SALT"
6859,0.2233,0.94,0.0311,0.0074,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT"
6860,0.695,4.67,0,0.183,"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES"
6861,0.1506,0.71,0.0232,0.0137,"CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL"
6862,0.0513,1.91,0,0.0526,"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD"
6863,0.457,4.3,0.071,0.252,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)"
6864,0.025,2.54,0.2684,0.1443,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR"
6865,0.068,0.77,0.042,0.037,"SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND"
6866,0.627,5.17,0,0.283,"KEEBLER,CHIPS DELUXE,ORIGINAL CHOC CHIP COOKIES"
6867,0.0588,0.25,0.0098,0.0018,"EGGPLANT,RAW"
6868,0,1.33,0.2437,0.0325,"PHEASANT,BREAST,MEAT ONLY,RAW"
6869,0.5848,4.8,0,0.2428,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER"
6870,0,1.3,0.2139,0.0497,"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0\ FAT,ALL GRDS,R"""
6871,0.711,4.73,0.043,0.194,"COOKIES,VANILLA WAFERS,HIGHER FAT"
6872,0.2119,5.95,0.17,0.5376,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)"
6873,0.016,3.68,0.259,0.287,"OSCAR MAYER,SALAMI (HARD)"
6874,0.2059,6.19,0.1721,0.568,"SUNFLOWER SD KRNLS,TSTD,WO/SALT"
6875,0,1.53,0.2458,0.0528,"SALMON,PINK,CKD,DRY HEAT"
6876,0.0603,0.31,0.0099,0.003,"PEPPERS,SWT,RED,RAW"
6877,0,2.04,0.3103,0.0892,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0\ FAT,ALL GRDS,CKD,BRSD"""
6878,0,2.11,0.2941,0.0944,"PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD"
6879,0.766,3.9,0.121,0.032,"CRACKERS,MELBA TOAST,PLN,WO/SALT"
6880,0.833,3.85,0,0.039,"CEREALS RTE,KELLOGG'S CRUNCHY NUT GOLDEN HONEY NUT FLAKES"
6881,0,1.41,0.1996,0.0684,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW"
6882,0,1.05,0.183,0.03,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW"
6883,0,2.16,0.2946,0.1005,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRLD"
6884,0.096,0.61,0.015,0.018,"SOUP,MUSHROOM BARLEY,CND,COND"
6885,0.1556,0.89,0.0593,2e-04,"SAUCE,TERIYAKI,RTS"
6886,0,1.39,0.2036,0.0642,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0\ FAT,ALL GRDS,RAW"""
6887,0.5247,3.43,0,0.0899,"FORMULAT BAR,MARSNACKFOO US,SNICKE MARATHO DOUBL CHOC NUT BA"
6888,0.0716,0.67,0.0385,0.0246,"SOUP,BF NOODLE,CND,COND"
6889,0,2.37,0.1669,0.1834,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW"
6890,0.2605,1.4,0,0.0062,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT"
6891,0,1.48,0.1966,0.0766,"GROUND TURKEY,RAW"
6892,0.05,0.67,0,0.05,CAMPBELL'S MICROWAVABLE CHICK GRAVY
6893,0.699,4.75,0,0.202,"MOTHER'S,TAFFY SNDWCH COOKIES"
6894,0.1194,0.52,0,0.0065,"RASPBERRIES,FRZ,UNSWTND"
6895,0,1.57,0.2064,0.0768,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0\ FAT,SEL,RAW"""
6896,0.1308,0.85,0,0.0308,"PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS"
6897,0.0563,0.28,0,0.004,"KALE,CKD,BLD,DRND,WO/SALT"
6898,0.4624,2.59,0,0.0139,"SEAWEED,CANADIAN CULTIVATED EMI-TSUNOMATA,DRY"
6899,0.1094,3.24,0.1987,0.2181,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER"
6900,0.207,1.31,0.0331,0.0586,"ROSEMARY,FRESH"
6901,0.0684,0.3,0,0.0018,"RUTABAGAS,CKD,BLD,DRND,W/SALT"
6902,0.0115,1.31,0.2128,0.047,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD"
6903,0,0.77,0.1597,0.0095,"CRAYFISH,MXD SP,WILD,RAW"
6904,0,1.05,0.2283,0.0086,"COD,ATLANTIC,CKD,DRY HEAT"
6905,0,0.85,0.185,0.007,"DOLPHINFISH,RAW"
6906,0,2.38,0.2636,0.1389,"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,CKD"
6907,0,1.07,0.2128,0.0176,"VEAL,LEG (TOP RND),LN,RAW"
6908,0.1701,0.71,0.0132,0.003,"PARSNIPS,CKD,BLD,DRND,W/SALT"
6909,0.1864,0.99,0.0398,0.0115,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D"
6910,0.367,1.94,0.052,0.025,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP"
6911,4e-04,2.26,0.2835,0.1167,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD"
6912,0,1,0.1786,0.0259,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW"
6913,0,0,0,0,"CARBONATED BEV,CLUB SODA"
6914,0.256,1.15,0.0152,0.0101,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE"
6915,0.2512,1.24,0,0.0098,"PASTA,HOMEMADE,MADE WO/EGG,CKD"
6916,0,1.2,0.2296,0.0242,"GAME MEAT,DEER,RAW"
6917,0.045,0.44,0.029,0.016,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK"
6918,0.1466,0.61,0.0114,0.0052,"KIWIFRUIT,GRN,RAW"
6919,0.0678,0.42,0,0.0085,FRANCO-AMERICAN SLOW RST TURKEY GRAVY
6920,0.1423,3.34,0,0.2245,"CHICKEN,THIGHS,FRZ,BREADED,REHTD"
6921,0.057,2.02,0,0.1475,OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF)
6922,0.2332,6.17,0.1728,0.552,"SUNFLOWER SD BUTTER,WO/SALT"
6923,0.0407,0.17,0,0.001,"CARDOON,RAW"
6924,0.0467,4.62,0.114,0.4384,"PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED"
6925,0.734,3.96,0,0.116,"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL"
6926,0,2.65,0,0.1637,"BEEF,NZ,IMP,BRISKET NAVAL END,LN,CKD,BRSD"
6927,0.0426,1.35,0.0294,0.12,"CREAM,SOUR,RED FAT,CULTURED"
6928,0.049,0.2,0,7e-04,"PUMPKIN,CKD,BLD,DRND,WO/SALT"
6929,0,9.02,0,1,"FISH OIL,SARDINE"
6930,0.426,3.16,0.03,0.161,"PIE,FRIED PIES,FRUIT"
6931,0.792,3.81,0.091,0.035,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED"
6932,0.6102,4.51,0.0398,0.2133,"COOKIES,CHOC CHIP,REFR DOUGH"
6933,0.1687,1.12,0.0355,0.0342,"SOUP,TOMATO BF W/ NOODLE,CND,COND"
6934,0.1213,0.76,0.0299,0.019,"MILK,CHOC,FLUID,COMM,RED FAT"
6935,0,2.21,0.3221,0.0924,"BEEF,BRISKET,FLAT HALF,LN & FAT,0\ FAT,CHOIC,CKD,BRSD"""
6936,0.791,4.4,0,0.118,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES"
6937,0,1.77,0.2776,0.0648,"BEEF,RND,BTTM RND,RST,LN,0\ FAT,ALL GRDS,CKD,RSTD"""
6938,0.046,1.09,0,0.012,"WORTHINGTON VEG SKALLOPS,CND,UNPREP"
6939,0.405,2.03,0.091,0.029,"BREAD,REDUCED-CALORIE,RYE"
6940,0.0651,0.47,0,0.013,"CAMPBELL'S HEALTHY REQUEST,CHICK NOODLE SOUP,COND"
6941,0.067,0.28,0,5e-04,"ONIONS,FRZ,WHL,CKD,BLD,DRND,WO/SALT"
6942,0.0514,1.38,0.1139,0.0791,"CHEESE,RICOTTA,PART SKIM MILK"
6943,0.717,4.69,0,0.181,"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES"
6944,0.2289,5.92,0.2006,0.513,"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT"
6945,0,1.64,0,0.0498,"BEEF,NZ,IMP,EYE RND,LN,CKD,SLOW RSTD"
6946,0.2567,1.48,0,0.037,"RICE & VERMICELLI MIX,RICE PILAF FLAVOR,PREP W/ 80% MARGARIN"
6947,0,2.23,0.1867,0.1593,"GAME MEAT BISON,GROUND,RAW"
6948,0,1.86,0,0.0761,"BEEF,RIBEYE FILET,BNLESS,LN,0\ FAT,SEL,CKD,GRILLED"""
6949,0.0238,0.78,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY"
6950,0.143,3.46,0,0.266,"MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,UNPREP"
6951,0.508,4.26,0.052,0.229,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED"
6952,2e-04,1.84,0.2748,0.0818,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT & SKN,CKD,ROTISSERIE,"
6953,0.226,1.3,0.0145,0.0378,"PUDDINGS,VANILLA,RTE"
6954,0.0685,0.44,0,0.0068,"TARO,TAHITIAN,CKD,W/SALT"
6955,0,2.74,0.1751,0.2207,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0\FAT,CHOIC,RAW"""
6956,0,1.51,0,0.0797,"LAMB,NZ,IMP,NECK CHOPS,LN,RAW"
6957,0,2.15,0,0.1178,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLCE,BNE-IN,LN&FT,1/8\FT,CKD,BRLD"""
6958,0,1.93,0.2941,0.0753,"BEEF,RIB,SML END (RIBS 10-12),LN,0\FAT,ALL GRDS,CKD,BRLD"""
6959,0.724,3.9,0,0.095,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY"
6960,0.533,3.13,0.046,0.095,"MUFFINS,BLUEBERRY,TOASTER-TYPE"
6961,0.1162,0.8,0,0.0012,"YOGURT,GREEK,NON FAT,STRAWBERRY,CHOBANI"
6962,0,0,0,0,"WATER,BTLD,NON-CARBONATED,CALISTOGA"
6963,0.0184,2.63,0.1628,0.2068,"HAM,MINCED"
6964,0.3565,5.2,0,0.34,"PEANUT BUTTER,SMOOTH,RED FAT"
6965,0.723,3.91,0,0.097,"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES"
6966,0.0198,3.37,0,0.3641,"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD"
6967,0,0.9,0.163,0.023,"VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW"
6968,0.1541,0.64,0.0195,0.005,"CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS"
6969,0.2115,0.93,0.025,0.0013,"POTATOES,BKD,FLESH & SKN,W/ SALT"
6970,0.065,0.22,0.0046,0.0032,"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH"
6971,0.7602,3.59,0.1084,0.0127,"RICE & VERMICELLI MIX,BF FLAVOR,UNPREP"
6972,0.7637,3.1,9e-04,0.0045,"Sweetener, syrup, agave"
6973,0,1.59,0,0.0822,"BEEF,NZ,IMP,BOLAR BLADE,LN & FAT,RAW"
6974,0.527,4.33,0.015,0.24,"FROSTINGS,COCONUT-NUT,RTE"
6975,0,2.5,0.2101,0.1779,"HERRING,PACIFIC,CKD,DRY HEAT"
6976,0.7339,4.29,0,0.095,"POPCORN,MICROWAVE,LOFAT&NA"
6977,0.0643,0.28,0.009,0.001,"TURNIPS,RAW"
6978,0.521,2.79,0.2193,0.0478,"CORIANDER LEAF,DRIED"
6979,0.0713,0.36,0,0.0025,"VEGETABLES,MXD,CND,SOL&LIQUIDS"
6980,0,1.9,0,0.0766,"PRK,FRSH,TOP LOIN (CHPS),BNLESS,ENHCD,LN & FAT,CKD,PAN-BRLD"
6981,0.0923,0.57,0.0249,0.0124,"SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O"
6982,0.1869,0.94,0,0.0093,"BEANS,BKD,CND,W/PORK&TOMATO SAU"
6983,0,1.31,0.2683,0.018,"GAME MEAT,BUFFALO,H2O,CKD,RSTD"
6984,0,1.35,0.2046,0.0523,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8\FAT,RAW"""
6985,0.136,0.57,0.0028,0.0015,"APPLES,RAW,GOLDEN DELICIOUS,W/ SKN"
6986,0.006,3.05,0.1675,0.2623,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0\ FAT,SEL,RAW"""
6987,0,2.5,0.2884,0.1495,"BEEF, CHUCK, SHORT RIBS, BNL, 0\ FAT, CHOICE, CKED, BR"""
6988,0.095,0.53,0,0.0106,"SMART SOUP,FRENCH LENTIL"
6989,0.0806,2.86,0.144,0.2221,"MEATBALLS,FRZ,ITALIAN STYLE"
6990,0.1264,0.56,0,0.0019,"CHESTNUTS,JAPANESE,BLD&STMD"
6991,0.0713,0.31,0.0182,0.0012,"BEANS,SNAP,YELLOW,RAW"
6992,0.0548,0.22,0,3e-04,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS"
6993,0.2091,5.7,0.2509,0.4758,"PEANUTS,VALENCIA,RAW"
6994,0.0774,0.57,0,0.0193,"BEVERAGES,UNILEVER,SLIMFAST,MEAL REPLCMNT,REG,RTD,3-2-1 PLAN"
6995,0,1.41,0,0.0605,"BEEF,NZ,IMP,RUMP CENTRE,LN,RAW"
6996,0.6816,4,0,0.1205,"ARCHWAY Home Style Cookies, Date Filled Oatmeal"
6997,0.7483,3.69,0,0.0564,"CEREALS,QUAKER,INST GRITS,BUTTER FLAVOR,DRY"
6998,0.0476,2.32,0.1492,0.1664,"PICNIC LOAF,PORK,BEEF"
6999,0.0145,1.1,0,0.0397,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,UNHTD"
7000,0,1.91,0.1752,0.1316,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW"
7001,0.216,1.27,0,0.036,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC"
7002,0.015,0.7,0,0.035,"VITASOY USA ORGANIC NASOYA,SOFT TOFU"
7003,0.598,4.99,0,0.254,"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS"
7004,0,1.91,0.2918,0.0831,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0\ FAT,SEL,CKD,GRILLED"""
7005,0.028,0.47,0,0.032,"BEANS,LIQ FROM STWD KIDNEY BNS"
7006,0.1483,0.81,0.0522,0.0036,"BEANS,KIDNEY,RED,MATURE SEEDS,CND,SOL & LIQUIDS"
7007,0.6995,2.66,0.0015,2e-04,JELLIES
7008,0.0027,0.19,4e-04,0,"VINEGAR,RED WINE"
7009,0,0.82,0,0.012,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT"
7010,0,1.94,0.2907,0.0776,"BEEF,TENDERLOIN,STEAK,LN,1/8\ FAT,SEL,CKD,BRLD"""
7011,0.6075,4.5,0,0.2126,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH"
7012,0,1.59,0,0.0397,"OSTRICH,OYSTER,CKD"
7013,0,1.27,0.205,0.044,"SALMON,PINK,RAW"
7014,0.0383,1.63,0.166,0.086,"HAM,SLICED,REG (APPROX 11% FAT)"
7015,0.6034,4.41,0.1006,0.1773,"SOUP,RAMEN NOODLE,BF FLAVOR,DRY"
7016,0.903,3.66,0.001,0.015,"PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA"
7017,0.0683,1.74,0,0.1329,"SAUCE,CHS,RTS"
7018,0.688,5.29,0,0.271,"KEEBLER,FUDGE SHOPPE,FUDGE STKS"
7019,0.174,1.09,0,0.018,"KASHI,SOUTHWEST STYLE CHICK,FRZ ENTREE"
7020,0.1351,0.7,0.0398,0.0032,"PEAS&ONIONS,FRZ,UNPREP"
7021,0.394,2.39,0,0.07,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,ORIGINAL"
7022,0.078,0.51,0,0.01,"CAMPBELL'S HEALTHY REQUEST,HOMESTYLE CHICK NOODLE SOUP,COND"
7023,0,1.97,0.298,0.0778,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD"
7024,0.2791,1.49,0,0.0049,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT"
7025,0.718,4.08,0,0.1306,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER"
7026,0.0019,2.51,0.1748,0.1952,"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW"
7027,0.7343,2.74,0,0.0059,"PERSIMMONS,JAPANESE,DRIED"
7028,0.657,4.83,0,0.22,"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN"
7029,0.2402,1.29,0,0.0076,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT"
7030,0.36,2.2,0,0.035,"MORNINGSTAR FARMS CORN DOG,FRZ,UNPREP"
7031,0,3.11,0,0.2038,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8\FAT,CKD,BRSD"""
7032,0.0535,0.29,0.0306,0.0034,"BROCCOLI,FRZ,SPEARS,UNPREP"
7033,0.189,1.13,0.034,0.028,"SHAKE,FAST FD,STRAWBERRY"
7034,0,1.73,0.2861,0.0652,"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD"
7035,0.198,0.84,0,0.001,"DESSERTS,RENNIN,TABLETS,UNSWTND"
7036,0.1996,0.83,0.0044,0.011,"SAPODILLA,RAW"
7037,0.0363,0.15,0.0065,0.0011,"CUCUMBER,WITH PEEL,RAW"
7038,0.0459,0.22,0.006,0.001,"TOMATO&VEG JUC,LO NA"
7039,0,1.32,0.2303,0.044,"BEEF,LOIN,TOP SIRLOIN PETITE RST/FILET,BNLS,LN,0\ FAT,CHC,RW"""
7040,0,1.65,0.3102,0.0357,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD"
7041,0.1522,0.63,0.002,0.0018,"APPLES,RAW,FUJI,W/ SKN"
7042,0.3309,1.47,0,0.0147,"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK"
7043,0.7253,3.61,0,0.0166,"WHEAT FLR,WHITE,BREAD,ENR"
7044,0,1.11,0.2199,0.0253,"TURKEY,PART S,ENHANCED,BREAST,MEAT ONLY,RAW"
7045,0,1.65,0.2022,0.087,"OSTRICH,GROUND,RAW"
7046,0.014,4.49,0.313,0.344,"BEEF,CURED,BRKFST STRIPS,CKD"
7047,0,1.24,0.2335,0.0338,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT,CHOIC,RAW"""
7048,0.047,0.19,0.001,0,"CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C"
7049,0.071,0.8,0.03,0.044,"SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND"
7050,0.001,0,0,0,"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF"
7051,0.071,0.36,0.0255,0.005,"BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT"
7052,0,1.25,0.1651,0.0604,"TURKEY FROM WHL,NECK,MEAT ONLY,RAW"
7053,0.052,0.61,0.046,0.024,"SOUP,BF MUSHROOM,CND,COND"
7054,0,2.82,0.2768,0.1901,"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0\ FAT,ALL GRDS,CKD,GRLD"""
7055,0.812,3.75,0,0.06,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN"
7056,0.801,3.87,0.085,0.035,"RICE CAKES,BROWN RICE,MULTIGRAIN"
7057,0.2115,0.93,0.025,0.0013,"POTATOES,BKD,FLESH & SKN,WO/ SALT"
7058,0.0017,1.99,0,0.092,"BEEF,RIBEYE FILET,BNLESS,LN,0\ FAT,ALL GRDS,CKD,GRILLED"""
7059,0,1.75,0.2814,0.0605,"GAME MEAT,HORSE,CKD,RSTD"
7060,0.1309,0.6,0.0286,0.0015,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT"
7061,0.062,1.24,0,0.029,"WORTHINGTON VEGETARIAN BURGER,CND,UNPREP"
7062,0.0335,0.16,0.0121,0.0018,"SQUASH,SMMR,ALL VAR,RAW"
7063,0.7359,3.56,0,0.0509,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,GLDN BRWN MPLE,DRY"
7064,0.67,4.6,0,0.195,"KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS"
7065,0.1174,0.56,0,0.002,"CEREALS,CRM OF WHT,2 1/2 MIN CK,CKD W/H2O,STOVE-TOP,WO/SALT"
7066,0,1.2,0.2065,0.0353,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW"
7067,0.1081,0.5,0,0.0062,"SQUASH,WNTR,HUBBARD,BKD,WO/ SALT"
7068,0.817,3.21,0,0.017,"CEREALS RTE,GENERAL MILLS,FIBER ONE,FRSTD SHREDDED WHEAT"
7069,0.713,4.73,0,0.193,"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE"
7070,0.0135,1.91,0.1523,0.139,"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED"
7071,0.9127,3.81,0,5e-04,CORNSTARCH
7072,0,1.86,0.2027,0.1107,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW"
7073,0.8243,4.08,0,0.0836,"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM"
7074,0.0969,0.37,0.005,0.001,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA"
7075,0,3.09,0.165,0.27,"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW"
7076,0.7314,3.38,0,0.0181,"TRITICALE FLR,WHOLE-GRAIN"
7077,0.6847,3.11,0.1076,0.067,"SPICES,CARDAMOM"
7078,0,2.01,0.2751,0.0921,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,CKD"
7079,0.1116,0.56,0,0.0042,"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,STOVE-TOP,WO/ SALT"
7080,0.7118,3.27,0,0.0154,"WHEAT,HARD RED WINTER"
7081,0,2.13,0.3304,0.0798,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD"
7082,0,1.62,0,0.0465,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,CKD,PAN-BROILED"
7083,0,2.01,0.3368,0.0636,"BEEF,SHANK CROSSCUTS,LN,1/4\FAT,CHOIC,CKD,SIMMRD"""
7084,0.648,4.59,0.054,0.216,"CANDIES,NESTLE,BABY RUTH BAR"
7085,0.56,2.53,0,0.0093,"SNACKS,POTATO CHIPS,FRM DRIED POTATOES,FAT-FREE,W/ OLESTRA"
7086,0.033,0.16,0.0103,0.0017,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT"
7087,0.851,3.87,0,0.035,"CEREALS RTE,KELLOGG'S FRSTD FLAKES,CHOCO ZUCARITAS"
7088,0.4054,3.59,0.4096,0.062,"COTTONSEED FLR,PART DEFATTED (GLANDLESS)"
7089,0.1138,1.36,0.01,0.0997,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT"
7090,0.0775,0.38,0.0263,0.0043,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP"
7091,0,1.56,0.3238,0.0201,"EMU,INSIDE DRUMS,CKD,BRLD"
7092,0.186,1.05,0.0486,0.0141,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ"
7093,0.0698,0.4,0,0.0041,"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED"
7094,0.4298,2.85,0.0647,0.097,"WAFFLES,PLN,FRZ,RTH"
7095,0,2.21,0.274,0.1243,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8\ FAT,ALL GRDS,CKD,GRLD"""
7096,0.7631,3.64,0,0.0098,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED"
7097,0.904,3.91,3e-04,0.033,"CANDIES,BUTTERSCOTCH"
7098,0.1745,5.79,0.2801,0.4904,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT"
7099,0.3506,1.3,0.0037,0.0047,"PICKLE RELISH,SWEET"
7100,0.5375,4.46,0.1855,0.194,"PUMPKIN&SQUASH SEEDS,WHL,RSTD,W/SALT"
7101,0.4749,3.13,0,0.0963,"GRAVY,AU JUS,DRY"
7102,0.7009,3.3,0,0.0259,"CEREALS RTE,KASHI GOLEAN VANILLA GRAHAM CLUSTERS"
7103,0.837,3.95,0.1,0.014,"CRACKERS,MATZO,PLAIN"
7104,0.0856,3.3,0.1686,0.2563,"CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT"
7105,0,0,0,0,"WATER,BTLD,NON-CARBONATED,DASANI"
7106,0.823,3.93,0.105,0.016,"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM"
7107,0.2038,3.92,0.5357,0.1071,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR"
7108,0.0632,0.27,0.01,0.0021,"PEPPERS,SWEET,YELLOW,RAW"
7109,0.739,4.7,0,0.174,"KEEBLER,HOLIDAY JINGLES COOKIES"
